"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2017,10,121243702,21708962
2017,3,121248170,21709917
2017,3,121248167,21709915
2017,9,121248672,21710037
2017,12,121248733,21710052
2017,6,121251764,21710693
2017,12,121255831,21711395
2017,3,121263093,21712748
2017,12,121263805,21712889
2017,12,121267850,21713695
2017,12,121271687,21714345
2017,12,121274536,21714870
2017,12,121277616,21715536
2017,18,121248747,21710058
2017,3,121250331,21710463
2017,20,121252178,21710771
2017,18,120003476,21443225
2017,11,120003699,21443279
2017,2,120004775,21443525
2017,12,120010577,21444573
2017,20,120012742,21444901
2017,12,120013968,21445096
2017,12,120014361,21445171
2017,12,120014531,21445206
2017,9,120020442,21446265
2017,12,120020957,21446334
2017,12,120022675,21446602
2017,12,120023900,21446871
2017,12,120023901,21446873
2017,12,120024204,21446911
2017,12,120025021,21447061
2017,12,120025891,21447198
2017,4,120026169,21447253
2017,12,120026716,21447324
2017,12,120026975,21447352
2017,12,120027360,21447400
2017,20,120027853,21447479
2017,9,120028784,21447667
2017,12,120029500,21447834
2017,19,120030884,21448035
2017,3,120031138,21448075
2017,12,120032205,21448277
2017,12,120032832,21448373
2017,18,120003076,21443155
2017,12,120003722,21443283
2017,12,120004128,21443394
2017,20,120005012,21443560
2017,5,120005728,21443710
2017,20,120006242,21443812
2017,12,120006795,21443907
2017,12,120008939,21444298
2017,12,120010657,21444584
2017,2,120010713,21444594
2017,12,120012197,21444835
2017,12,120012621,21444875
2017,3,120015938,21445451
2017,18,120016321,21445535
2017,12,120016321,21445534
2017,9,120016829,21445613
2017,12,120016964,21445642
2017,12,120017864,21445810
2017,18,120019239,21446033
2017,12,120019448,21446076
2017,12,120020667,21446298
2017,12,120020865,21446324
2017,18,120020965,21446335
2017,19,120024381,21446932
2017,12,120025332,21447120
2017,20,120025675,21447170
2017,12,120026235,21447267
2017,12,120026658,21447317
2017,12,120027476,21447418
2017,20,120028385,21447590
2017,9,120028608,21447632
2017,12,120033151,21448433
2017,12,120034840,21448774
2017,12,120034849,21448777
2017,18,120035101,21448825
2017,12,120035227,21448852
2017,12,120038072,21449410
2017,12,120038247,21449441
2017,12,120001832,21442893
2017,12,120002468,21443037
2017,12,120003475,21443224
2017,12,120003508,21443233
2017,18,120004126,21443393
2017,3,120005598,21443681
2017,10,120005768,21443722
2017,12,120006260,21443815
2017,12,120008491,21444237
2017,12,120011353,21444704
2017,9,120011618,21444732
2017,12,120011910,21444775
2017,12,120012012,21444804
2017,12,120016238,21445520
2017,12,120016973,21445645
2017,18,120017192,21445683
2017,20,120017433,21445728
2017,18,120017817,21445800
2017,12,120017817,21445799
2017,12,120018345,21445898
2017,12,120019964,21446182
2017,9,120020456,21446266
2017,18,120020714,21446309
2017,12,120022197,21446532
2017,9,120022640,21446593
2017,12,120022775,21446617
2017,12,120024548,21446956
2017,12,120026384,21447284
2017,12,120027784,21447466
2017,12,120028798,21447674
2017,12,120028810,21447678
2017,12,120029217,21447760
2017,12,120032628,21448348
2017,12,120033804,21448569
2017,12,120035088,21448821
2017,12,120035222,21448849
2017,12,120036239,21449111
2017,12,120038118,21449419
2017,12,121253338,21710999
2017,12,121264686,21713043
2017,20,120003647,21443259
2017,12,120005212,21443589
2017,12,120005534,21443663
2017,12,120005594,21443678
2017,12,120007282,21444027
2017,12,120008221,21444217
2017,12,120008322,21444224
2017,2,120008612,21444258
2017,18,120009079,21444309
2017,12,120009093,21444311
2017,2,120009151,21444318
2017,12,120010674,21444586
2017,12,120011305,21444699
2017,18,120012909,21444928
2017,12,120015613,21445395
2017,18,120016296,21445531
2017,12,120018335,21445896
2017,12,120019265,21446040
2017,12,120020633,21446293
2017,12,120021080,21446365
2017,12,120022272,21446543
2017,22,120022307,21446552
2017,12,120024801,21447009
2017,12,120025040,21447066
2017,12,120025127,21447088
2017,12,120026622,21447310
2017,12,120027391,21447406
2017,12,120028049,21447515
2017,12,120028692,21447648
2017,12,120028724,21447654
2017,2,120030579,21447989
2017,18,120030642,21447999
2017,12,120031210,21448093
2017,12,120032058,21448257
2017,12,120032192,21448274
2017,12,120032638,21448349
2017,12,120032828,21448372
2017,12,120006456,21443858
2017,12,120010902,21444626
2017,12,120012661,21444889
2017,12,120013375,21445012
2017,12,120013717,21445055
2017,12,120014799,21445253
2017,9,120015253,21445318
2017,12,120015890,21445437
2017,12,120016600,21445575
2017,4,120016984,21445648
2017,12,120017003,21445650
2017,12,120017136,21445677
2017,12,120017827,21445805
2017,12,120018513,21445926
2017,12,120018616,21445941
2017,12,120019091,21446008
2017,18,120019091,21446010
2017,12,120019410,21446068
2017,12,120020191,21446220
2017,12,120026850,21447339
2017,12,120027043,21447365
2017,18,120028697,21447651
2017,2,120028805,21447676
2017,12,120031929,21448237
2017,12,120033262,21448459
2017,2,120035200,21448842
2017,12,120035310,21448871
2017,18,120035416,21448896
2017,19,120036286,21449118
2017,18,120036286,21449117
2017,12,120036858,21449217
2017,12,120038112,21449418
2017,12,120002873,21443115
2017,11,120003556,21443243
2017,9,120004139,21443395
2017,12,120005643,21443691
2017,12,120005855,21443736
2017,2,120007688,21444107
2017,12,120007688,21444109
2017,12,120008268,21444219
2017,12,120008571,21444249
2017,12,120008812,21444284
2017,12,120010196,21444492
2017,12,120010824,21444617
2017,12,120010822,21444616
2017,12,120011611,21444731
2017,12,120011962,21444793
2017,12,120012648,21444884
2017,12,120013845,21445070
2017,12,120015443,21445354
2017,9,120015930,21445448
2017,9,120016069,21445483
2017,9,120016233,21445519
2017,19,120032692,21448357
2017,12,120033127,21448430
2017,12,120033795,21448566
2017,9,120033958,21448602
2017,12,120034824,21448770
2017,12,120036194,21449104
2017,3,120037504,21449324
2017,4,120037504,21449326
2017,12,120038122,21449420
2017,20,121674448,21805194
2017,3,121683865,21806911
2017,12,121686386,21807270
2017,12,121694677,21808595
2017,12,120003697,21443278
2017,12,120003919,21443334
2017,18,120003947,21443338
2017,19,120003947,21443340
2017,12,120007243,21444014
2017,3,120008006,21444169
2017,3,120008292,21444222
2017,12,120008663,21444266
2017,12,120010570,21444572
2017,12,120012783,21444907
2017,12,120013050,21444950
2017,12,120013093,21444958
2017,10,120013367,21445009
2017,12,120013367,21445010
2017,9,120013367,21445008
2017,11,120013706,21445054
2017,10,120014524,21445205
2017,9,120019444,21446075
2017,21,120022106,21446515
2017,22,120022111,21446516
2017,12,120022570,21446583
2017,3,120022697,21446605
2017,12,120022883,21446627
2017,12,120022908,21446631
2017,12,120023939,21446878
2017,3,120027409,21447407
2017,2,120027447,21447414
2017,10,120027780,21447465
2017,12,120028628,21447636
2017,12,120029236,21447768
2017,12,120029521,21447837
2017,12,120031167,21448083
2017,9,120031403,21448143
2017,20,120031854,21448219
2017,12,120033625,21448534
2017,12,120033933,21448597
2017,12,120034048,21448619
2017,12,120034586,21448733
2017,12,120034625,21448735
2017,12,120036122,21449092
2017,12,121243326,21708884
2017,12,121243691,21708956
2017,12,121251530,21710649
2017,12,121254438,21711180
2017,12,121254447,21711182
2017,12,121257939,21711728
2017,19,121267692,21713673
2017,12,121271750,21714358
2017,3,121266955,21713553
2017,12,121267704,21713675
2017,18,121272615,21714505
2017,2,121280805,21716153
2017,4,121241074,21708373
2017,3,121243039,21708812
2017,12,121243714,21708965
2017,12,121249203,21710199
2017,12,121252411,21710823
2017,12,121253279,21710985
2017,12,121255049,21711289
2017,20,121263867,21712898
2017,12,121267846,21713693
2017,20,121271706,21714346
2017,12,121242683,21708732
2017,12,121243511,21708919
2017,12,121243658,21708952
2017,12,121251770,21710694
2017,12,121252040,21710738
2017,18,121255549,21711353
2017,12,121275621,21715088
2017,12,121253035,21710940
2017,20,121253797,21711069
2017,12,121253967,21711104
2017,4,121255544,21711351
2017,12,121271345,21714280
2017,18,121272385,21714470
2017,19,121272387,21714471
2017,12,121243048,21708817
2017,3,121243351,21708889
2017,3,121247638,21709764
2017,12,121248165,21709913
2017,12,121248708,21710043
2017,12,121251618,21710663
2017,12,121252937,21710921
2017,12,121253465,21711021
2017,3,121253456,21711019
2017,12,121255433,21711329
2017,12,121263073,21712745
2017,18,121271358,21714282
2017,12,120430586,21534594
2017,12,120430748,21534620
2017,12,120433565,21535089
2017,12,120434226,21535197
2017,12,120434580,21535251
2017,12,120435659,21535419
2017,3,120436026,21535505
2017,12,120438189,21535748
2017,9,120438343,21535773
2017,12,120438343,21535774
2017,12,120439493,21535937
2017,18,120443872,21536605
2017,12,120445601,21536944
2017,12,120447609,21537270
2017,12,120448964,21537468
2017,12,120450171,21537697
2017,18,120453621,21538340
2017,12,120457310,21538948
2017,12,120458443,21539144
2017,12,120459767,21539509
2017,12,120462171,21539976
2017,18,120462335,21540015
2017,4,120471860,21542133
2017,3,120471860,21542132
2017,12,120473149,21542460
2017,18,120475150,21542926
2017,12,120476957,21543507
2017,12,120477674,21543677
2017,12,120478629,21543919
2017,18,120430588,21534595
2017,12,120432863,21534994
2017,12,120434257,21535201
2017,12,120434555,21535245
2017,12,120435167,21535345
2017,12,120435522,21535392
2017,12,120442348,21536337
2017,19,120442345,21536330
2017,3,120443767,21536588
2017,3,120443753,21536584
2017,12,120444698,21536751
2017,12,120458110,21539090
2017,9,120458645,21539186
2017,12,120458645,21539185
2017,9,120458641,21539184
2017,12,120459833,21539519
2017,12,120459867,21539525
2017,12,120466045,21540848
2017,10,120466044,21540847
2017,12,120467689,21541194
2017,12,120468594,21541396
2017,12,120468627,21541404
2017,12,120470569,21541823
2017,12,120472777,21542375
2017,12,120472764,21542371
2017,12,120475106,21542920
2017,2,120475514,21543020
2017,12,120476496,21543395
2017,12,120479543,21544184
2017,11,120480606,21544490
2017,12,120433381,21535069
2017,3,120434110,21535170
2017,12,120434130,21535178
2017,12,120434421,21535225
2017,12,120435839,21535462
2017,12,120437369,21535655
2017,12,120438877,21535866
2017,12,120439867,21535985
2017,12,120442144,21536301
2017,12,120443071,21536454
2017,12,120444744,21536761
2017,12,120446384,21537092
2017,20,120446579,21537119
2017,11,120450322,21537722
2017,12,120452269,21538061
2017,12,120464264,21540465
2017,12,120469365,21541555
2017,18,120469997,21541670
2017,19,120469997,21541671
2017,20,120470938,21541926
2017,18,120474581,21542790
2017,12,120478681,21543928
2017,20,120478752,21543943
2017,9,120429489,21534439
2017,12,120430204,21534536
2017,18,120444079,21536629
2017,12,120444962,21536815
2017,10,120444962,21536814
2017,12,120444971,21536819
2017,12,120445931,21537000
2017,12,120446793,21537163
2017,12,120448569,21537403
2017,18,120448569,21537404
2017,12,120449683,21537599
2017,12,120449958,21537656
2017,20,120450188,21537700
2017,12,120450701,21537786
2017,12,120451480,21537920
2017,12,120452369,21538082
2017,12,120457359,21538955
2017,9,120457359,21538954
2017,19,120458116,21539093
2017,9,120458698,21539198
2017,12,120458819,21539244
2017,12,120458837,21539249
2017,2,120458852,21539256
2017,9,120467659,21541187
2017,12,120467710,21541198
2017,12,120469367,21541556
2017,12,120470369,21541769
2017,12,120471820,21542124
2017,10,120471820,21542123
2017,12,120472512,21542295
2017,12,120472942,21542410
2017,18,120472942,21542411
2017,12,120473244,21542480
2017,12,120475166,21542931
2017,9,120476592,21543425
2017,5,120476758,21543463
2017,3,120478687,21543931
2017,20,120470064,21541692
2017,12,120471839,21542128
2017,12,120471844,21542130
2017,12,120472818,21542385
2017,12,120473168,21542467
2017,19,120475133,21542923
2017,20,120478633,21543921
2017,12,120480267,21544397
2017,12,120433277,21535057
2017,12,120433562,21535092
2017,12,120434083,21535160
2017,12,120434255,21535199
2017,12,120437355,21535653
2017,19,120437519,21535675
2017,12,120438222,21535755
2017,3,120439789,21535971
2017,12,120442418,21536348
2017,12,120445977,21537016
2017,4,120449660,21537594
2017,5,120449660,21537595
2017,12,120450286,21537716
2017,12,120450797,21537804
2017,12,120453070,21538232
2017,12,120458111,21539091
2017,12,120458612,21539174
2017,12,120458849,21539253
2017,19,120465232,21540671
2017,12,120465355,21540705
2017,18,120465355,21540706
2017,12,120465670,21540762
2017,12,120465958,21540827
2017,2,120473192,21542469
2017,12,120431232,21534723
2017,3,120431847,21534834
2017,12,120432638,21534958
2017,12,120432957,21535006
2017,12,120433411,21535073
2017,12,120434369,21535214
2017,12,120434545,21535242
2017,12,120434857,21535294
2017,12,120435919,21535473
2017,2,120439850,21535981
2017,3,120442475,21536361
2017,3,120443181,21536471
2017,12,120446422,21537100
2017,12,120449696,21537605
2017,9,120457045,21538901
2017,12,120458582,21539168
2017,12,120458810,21539240
2017,12,120458817,21539242
2017,18,120462415,21540033
2017,12,120462415,21540032
2017,12,120462523,21540070
2017,12,120465889,21540807
2017,12,120429336,21534410
2017,12,120430478,21534578
2017,6,120439853,21535984
2017,18,120445146,21536858
2017,12,120450499,21537742
2017,12,120451471,21537918
2017,12,120454827,21538558
2017,12,120458604,21539172
2017,2,120458622,21539177
2017,12,120460137,21539574
2017,12,120462408,21540031
2017,12,120462418,21540035
2017,12,120462522,21540069
2017,12,120464364,21540491
2017,19,120465887,21540806
2017,12,120469065,21541495
2017,9,120476791,21543469
2017,12,120476790,21543468
2017,18,120477716,21543686
2017,12,120477746,21543692
2017,12,120478356,21543837
2017,12,120429269,21534406
2017,12,120429962,21534498
2017,12,120430673,21534605
2017,12,120430781,21534627
2017,12,120433018,21535019
2017,12,120433240,21535049
2017,2,120434904,21535302
2017,12,120435412,21535373
2017,9,120435559,21535397
2017,20,120437388,21535659
2017,12,120439502,21535939
2017,12,120444042,21536624
2017,18,120444696,21536750
2017,12,120449858,21537640
2017,12,120449970,21537659
2017,12,120432647,21534960
2017,5,120432960,21535007
2017,12,120433707,21535113
2017,12,120434508,21535234
2017,12,120434609,21535254
2017,12,120434902,21535301
2017,12,120435500,21535386
2017,9,120437276,21535638
2017,10,120437398,21535660
2017,2,120438187,21535749
2017,12,120439020,21535889
2017,19,120444750,21536764
2017,22,120450822,21537808
2017,9,120457232,21538934
2017,2,120458719,21539205
2017,12,120464391,21540494
2017,2,120473151,21542461
2017,12,120476812,21543472
2017,12,120478344,21543832
2017,12,120479205,21544080
2017,11,120430696,21534609
2017,19,120431748,21534815
2017,20,120431932,21534852
2017,12,120433279,21535058
2017,12,120434534,21535238
2017,12,120435496,21535385
2017,12,120438825,21535857
2017,12,120444685,21536747
2017,12,120448288,21537377
2017,18,120450013,21537670
2017,20,120450994,21537838
2017,12,120453499,21538317
2017,4,120457776,21539025
2017,12,120457767,21539023
2017,12,120458613,21539175
2017,19,120458688,21539195
2017,20,120462412,21540034
2017,22,120464233,21540461
2017,18,120469957,21541658
2017,6,120469977,21541664
2017,12,120475071,21542909
2017,3,120475415,21542986
2017,18,121673294,21804967
2017,9,121680482,21806336
2017,12,121686839,21807344
2017,9,121680575,21806358
2017,11,121662279,21803035
2017,12,121666196,21803668
2017,3,120004384,21443448
2017,12,120005597,21443680
2017,10,120005597,21443679
2017,5,120005733,21443711
2017,18,120006257,21443814
2017,12,120007258,21444020
2017,20,120007967,21444162
2017,12,120008846,21444290
2017,12,120008860,21444291
2017,12,120011679,21444738
2017,12,120013191,21444976
2017,12,120014801,21445254
2017,3,120022372,21446561
2017,12,120022557,21446582
2017,12,120027802,21447470
2017,12,120029128,21447745
2017,12,120029281,21447780
2017,12,120029727,21447866
2017,12,120029926,21447889
2017,19,120030829,21448030
2017,12,120031404,21448144
2017,12,120032677,21448355
2017,12,120035145,21448833
2017,12,120035185,21448841
2017,20,120036116,21449088
2017,12,120036128,21449093
2017,10,120036871,21449219
2017,12,121666537,21803738
2017,12,121672305,21804777
2017,3,121688842,21807684
2017,12,121689153,21807740
2017,12,121238090,21707738
2017,18,121238090,21707740
2017,3,121243367,21708892
2017,9,121243367,21708894
2017,12,121243104,21708835
2017,12,121243335,21708885
2017,12,121243592,21708936
2017,12,121243878,21709015
2017,12,121248058,21709889
2017,12,121249262,21710214
2017,12,121248724,21710049
2017,9,121248734,21710053
2017,12,121250407,21710477
2017,12,121253865,21711084
2017,12,121253925,21711093
2017,6,121253929,21711094
2017,10,121253925,21711092
2017,6,121253934,21711100
2017,10,121253929,21711095
2017,12,121253929,21711096
2017,6,121253917,21711089
2017,6,121253925,21711091
2017,12,121254481,21711186
2017,9,121254756,21711239
2017,3,121263152,21712754
2017,3,121264215,21712947
2017,19,121264737,21713060
2017,20,121266521,21713462
2017,12,121267712,21713677
2017,18,121273109,21714598
2017,12,121273253,21714629
2017,12,121262408,21712623
2017,12,121269440,21713983
2017,12,121275641,21715089
2017,12,121279547,21715896
2017,12,121237799,21707681
2017,12,121239497,21708029
2017,9,121241653,21708489
2017,9,121248729,21710051
2017,12,121248736,21710054
2017,12,121249199,21710197
2017,20,121250233,21710441
2017,12,121255999,21711422
2017,3,121255994,21711421
2017,12,121263088,21712747
2017,11,121263830,21712892
2017,12,121264188,21712946
2017,12,121269399,21713972
2017,12,120003126,21443163
2017,12,120003730,21443288
2017,20,120005539,21443665
2017,12,120005584,21443673
2017,12,120006491,21443866
2017,12,120007210,21444002
2017,4,120010308,21444517
2017,12,120010612,21444578
2017,12,120010895,21444625
2017,20,120011711,21444741
2017,19,120011861,21444757
2017,12,120012545,21444866
2017,12,120013182,21444974
2017,12,120013846,21445071
2017,12,120016927,21445639
2017,12,120017119,21445673
2017,12,120019671,21446132
2017,18,120019717,21446141
2017,12,120021055,21446354
2017,12,120022188,21446530
2017,12,120022774,21446616
2017,3,120022784,21446619
2017,12,120023561,21446816
2017,12,120023903,21446874
2017,12,120023940,21446879
2017,12,120024501,21446946
2017,12,120029072,21447730
2017,12,120029194,21447756
2017,18,120031131,21448074
2017,12,120033766,21448557
2017,18,120033791,21448565
2017,12,120034906,21448785
2017,10,120035093,21448823
2017,9,120035104,21448826
2017,12,120002277,21442988
2017,19,120003945,21443341
2017,12,120003945,21443342
2017,12,120006283,21443824
2017,3,120008415,21444231
2017,12,120008637,21444263
2017,12,120010481,21444561
2017,12,120010722,21444596
2017,12,120012323,21444840
2017,12,120012668,21444892
2017,3,120017311,21445708
2017,12,120018623,21445943
2017,12,120019754,21446149
2017,12,120020385,21446252
2017,12,120020860,21446323
2017,12,120020875,21446326
2017,12,120022163,21446526
2017,18,120022423,21446567
2017,12,120022777,21446618
2017,12,120023691,21446844
2017,12,120024794,21447008
2017,12,120024890,21447025
2017,12,120026635,21447313
2017,12,120026967,21447351
2017,12,120027037,21447363
2017,12,120027577,21447430
2017,12,120028220,21447561
2017,12,120029273,21447779
2017,12,120029591,21447850
2017,2,120030256,21447935
2017,12,120031609,21448176
2017,12,120033782,21448563
2017,18,120035240,21448853
2017,20,120036186,21449103
2017,12,120004741,21443518
2017,12,120007192,21443993
2017,12,120007216,21444003
2017,18,120007216,21444004
2017,12,120007477,21444070
2017,12,120008296,21444223
2017,12,120008606,21444255
2017,12,120010889,21444623
2017,12,120012626,21444876
2017,12,120014729,21445234
2017,2,120015255,21445316
2017,3,120015928,21445447
2017,12,120016970,21445643
2017,12,120017148,21445679
2017,3,120017316,21445709
2017,12,120017708,21445778
2017,12,120017764,21445786
2017,12,120018622,21445944
2017,12,120020464,21446268
2017,4,120020498,21446277
2017,12,120024514,21446947
2017,12,120024926,21447035
2017,3,120026393,21447286
2017,12,120027904,21447483
2017,12,120028084,21447523
2017,12,120028079,21447522
2017,12,120028219,21447560
2017,12,120028588,21447627
2017,12,120029226,21447764
2017,12,120030286,21447941
2017,12,120030301,21447943
2017,12,120031937,21448240
2017,18,120033812,21448571
2017,12,120003854,21443315
2017,18,120008234,21444218
2017,20,120008351,21444227
2017,12,120011883,21444766
2017,12,120011923,21444781
2017,12,120013036,21444949
2017,12,120013342,21445000
2017,10,120013750,21445061
2017,9,120015252,21445317
2017,12,120015252,21445319
2017,12,120015807,21445420
2017,4,120015929,21445445
2017,12,120017229,21445692
2017,12,120017256,21445697
2017,22,120017630,21445763
2017,12,120017630,21445764
2017,12,120017632,21445765
2017,12,120017804,21445796
2017,12,120018277,21445883
2017,10,120018653,21445950
2017,12,120019656,21446131
2017,12,120020626,21446290
2017,18,120022265,21446542
2017,12,120022507,21446578
2017,12,120022771,21446615
2017,12,120024850,21447015
2017,12,120025012,21447057
2017,9,120025900,21447200
2017,12,120025911,21447201
2017,12,120026095,21447239
2017,12,120026644,21447315
2017,12,120027812,21447474
2017,12,120028213,21447558
2017,10,120028213,21447557
2017,12,120029094,21447734
2017,11,120032697,21448359
2017,20,120033028,21448403
2017,12,120033116,21448427
2017,18,120033836,21448576
2017,2,120033897,21448592
2017,12,120033931,21448595
2017,18,120033938,21448598
2017,12,120034092,21448629
2017,12,120034578,21448732
2017,12,120034881,21448783
2017,18,120034940,21448795
2017,12,120035176,21448840
2017,12,120035290,21448865
2017,22,120036719,21449197
2017,4,120037099,21449253
2017,12,120037952,21449397
2017,12,120038127,21449422
2017,12,120002060,21442943
2017,12,120005360,21443622
2017,20,120005738,21443714
2017,12,120006350,21443835
2017,12,120006809,21443908
2017,4,120006812,21443909
2017,12,120007227,21444008
2017,12,120008433,21444234
2017,9,120008498,21444239
2017,10,120010486,21444563
2017,3,120011641,21444734
2017,12,120012772,21444906
2017,3,120012768,21444905
2017,12,120013385,21445014
2017,20,120013408,21445017
2017,20,120014863,21445273
2017,2,120015065,21445293
2017,12,120015422,21445349
2017,9,120015852,21445432
2017,12,120016392,21445550
2017,12,120018270,21445881
2017,12,120019938,21446179
2017,12,120021076,21446364
2017,12,120022679,21446603
2017,5,120024104,21446894
2017,12,120024821,21447011
2017,20,120024923,21447034
2017,20,120025132,21447089
2017,3,120025773,21447179
2017,12,120025887,21447197
2017,12,120026695,21447319
2017,9,120027486,21447420
2017,12,120028577,21447622
2017,12,120029284,21447782
2017,3,120030089,21447914
2017,12,120031399,21448142
2017,18,120032461,21448320
2017,12,120032461,21448319
2017,12,121676220,21805541
2017,16,121680314,21806304
2017,2,121680477,21806335
2017,6,121275194,21714997
2017,11,121280758,21716142
2017,12,120003922,21443336
2017,12,120004088,21443381
2017,3,120008679,21444268
2017,3,120008674,21444267
2017,10,120010905,21444627
2017,10,120011204,21444676
2017,18,120014196,21445129
2017,20,120014193,21445128
2017,12,120015509,21445374
2017,3,120016656,21445583
2017,3,120016650,21445581
2017,12,120018519,21445927
2017,12,120020645,21446295
2017,20,120021075,21446363
2017,22,120022277,21446546
2017,12,120022683,21446604
2017,3,120023542,21446808
2017,12,120023706,21446847
2017,20,120030749,21448019
2017,12,120030794,21448026
2017,12,120031573,21448172
2017,12,120031622,21448180
2017,12,120032460,21448318
2017,12,120033921,21448594
2017,18,120034122,21448637
2017,12,120034930,21448793
2017,12,120035211,21448847
2017,12,120036288,21449119
2017,18,120036831,21449212
2017,22,120038109,21449416
2017,20,121673658,21805032
2017,12,121674320,21805166
2017,9,121689892,21807842
2017,11,120003555,21443244
2017,12,120003694,21443277
2017,20,120004787,21443530
2017,18,120005313,21443613
2017,12,120006865,21443913
2017,3,120006915,21443919
2017,12,120007194,21443995
2017,12,120007252,21444019
2017,12,120007956,21444159
2017,12,120010199,21444494
2017,12,120010410,21444552
2017,12,120010907,21444628
2017,12,120011928,21444782
2017,12,120015517,21445378
2017,3,120015925,21445444
2017,18,120015925,21445446
2017,20,120017328,21445711
2017,12,120017908,21445820
2017,12,120018116,21445857
2017,12,120019261,21446038
2017,12,120019615,21446124
2017,12,120021057,21446356
2017,3,120022281,21446547
2017,12,120022889,21446628
2017,12,120024107,21446895
2017,21,120024383,21446933
2017,9,120025085,21447077
2017,12,120025766,21447178
2017,9,120025766,21447177
2017,10,120025869,21447192
2017,12,120026573,21447307
2017,12,120027390,21447405
2017,12,120028177,21447546
2017,12,120028232,21447566
2017,18,120029488,21447832
2017,12,120030005,21447903
2017,19,120030050,21447910
2017,18,120030635,21447998
2017,12,120033806,21448568
2017,12,120035276,21448860
2017,12,120035351,21448877
2017,12,121266442,21713443
2017,12,121272380,21714469
2017,12,121280113,21716009
2017,20,121692119,21808188
2017,11,120005368,21443624
2017,18,120006234,21443811
2017,12,120006234,21443810
2017,12,120007071,21443956
2017,18,120007386,21444053
2017,12,120009138,21444315
2017,12,120010482,21444559
2017,18,120010655,21444583
2017,12,120011807,21444751
2017,12,120012802,21444909
2017,12,120013744,21445059
2017,12,120014292,21445152
2017,12,120016975,21445646
2017,9,120017621,21445760
2017,12,120018259,21445878
2017,12,120018652,21445949
2017,12,120019071,21446007
2017,12,120019917,21446176
2017,18,120022253,21446541
2017,12,120022632,21446590
2017,19,120023685,21446843
2017,12,120025337,21447122
2017,12,120026541,21447302
2017,12,120026896,21447346
2017,11,120027412,21447408
2017,12,120027557,21447428
2017,12,120027789,21447467
2017,5,120028099,21447530
2017,3,120028099,21447527
2017,12,120028106,21447534
2017,12,120028583,21447626
2017,12,120028758,21447661
2017,12,120030429,21447965
2017,3,120031144,21448078
2017,12,120035054,21448817
2017,12,120035084,21448819
2017,12,120035361,21448878
2017,9,121243834,21708998
2017,18,121243848,21709004
2017,9,121251752,21710690
2017,12,121263825,21712891
2017,18,121267545,21713654
2017,12,121269432,21713980
2017,19,121269432,21713982
2017,12,120429042,21534365
2017,10,120430813,21534631
2017,12,120434854,21535293
2017,2,120436580,21535571
2017,18,120442323,21536331
2017,12,121676518,21805595
2017,6,121251772,21710695
2017,12,121253829,21711078
2017,12,121267814,21713687
2017,12,121274344,21714838
2017,10,121274859,21714939
2017,18,121280370,21716056
2017,19,121237496,21707624
2017,12,121239644,21708053
2017,10,121241021,21708366
2017,12,121243918,21709030
2017,3,121243918,21709032
2017,19,121248031,21709879
2017,12,121249224,21710203
2017,20,121667786,21803979
2017,2,121673615,21805020
2017,12,121275638,21715090
2017,11,120438348,21535777
2017,12,120439567,21535955
2017,12,120450293,21537718
2017,2,120456679,21538841
2017,12,120457737,21539017
2017,12,120458853,21539255
2017,3,120462516,21540067
2017,9,120465266,21540683
